datetime,open,high,low,close,volume
2020-10-17 14:00:00,-1.1537374479264415,-1.1477881292202516,-1.153221937689393,-1.1468500056209305,-0.6764014588274956
2020-10-17 15:00:00,-1.1481244662722643,-1.1467934582752246,-1.1576399093223746,-1.1558338296698716,-0.5957846005128199
2020-10-17 16:00:00,-1.15582053828393,-1.1561119544970568,-1.1592303791102478,-1.1564095215988088,-0.7227672694075027
2020-10-17 17:00:00,-1.1566764990490068,-1.1554164327084289,-1.1563260429758706,-1.1544097496351322,-0.8072822980166731
2020-10-17 18:00:00,-1.1543282881005656,-1.1537337187036838,-1.1552196292103933,-1.1537583087681769,-0.7593277914246678
2020-10-17 19:00:00,-1.1546540076837364,-1.1518864726629192,-1.1542438337366738,-1.1528720461933657,-0.7869298694136172
2020-10-17 20:00:00,-1.1522603474911317,-1.1532176864088954,-1.1533141388365162,-1.1527584227863386,-0.8190809627589083
2020-10-17 21:00:00,-1.1529723856496912,-1.154025389131173,-1.1534985411307623,-1.1542506768652943,-0.8184787912102826
2020-10-17 22:00:00,-1.1535632258238153,-1.1546087299861514,-1.1560187058187934,-1.155076340289691,-0.789706217797069
2020-10-17 23:00:00,-1.1548812539045532,-1.15497518770274,-1.1586771722275093,-1.1553414615727542,-0.701437454280338
2020-10-18 00:00:00,-1.1553736207163232,-1.1559025500875775,-1.1614355232122753,-1.1596591510397833,-0.732383924795543
2020-10-18 01:00:00,-1.1595095019351906,-1.1598812338676856,-1.1607132808931444,-1.1597727744468105,-0.7401160200768515
2020-10-18 02:00:00,-1.1597594727780893,-1.159716701831666,-1.1681047395208457,-1.167650664000688,-0.7174935595209785
2020-10-18 03:00:00,-1.1676449166404357,-1.16509390791794,-1.1681969406679689,-1.164961576701047,-0.6430889147529258
2020-10-18 04:00:00,-1.164819488628279,-1.1639347049368935,-1.1643629096334336,-1.1631284524010104,-0.7972411946742592
2020-10-18 05:00:00,-1.163107567098125,-1.162835331787127,-1.1635561495961062,-1.1621664408881809,-0.7838291241863024
2020-10-18 06:00:00,-1.1623652294434563,-1.163119523485706,-1.164908433087245,-1.1649540018072453,-0.7637067292175698
2020-10-18 07:00:00,-1.1641074504697193,-1.163740257985234,-1.1650928353814913,-1.1632420758080373,-0.7486422768756028
2020-10-18 08:00:00,-1.163304513822833,-1.162072501438309,-1.1634024810175678,-1.1640147149758215,-0.7760539500484648
2020-10-18 09:00:00,-1.164001402233338,-1.1643235988402123,-1.164324492488799,-1.1648858277630292,-0.7926868643940601
2020-10-18 10:00:00,-1.1648725127464696,-1.1643460350269423,-1.1677820355059148,-1.1669840733461292,-0.6771272722890166
2020-10-18 11:00:00,-1.1668268302454947,-1.1632466618771755,-1.1673978640595686,-1.1637874681617673,-0.7546161580471425
2020-10-18 12:00:00,-1.1637741560125212,-1.1637178217985042,-1.1650928353814913,-1.1652342728779121,-0.7489222894430421
2020-10-18 13:00:00,-1.1651527830854769,-1.165422971989979,-1.1652080868153953,-1.1649161273382362,-0.7618509815928022
2020-10-18 14:00:00,-1.1644710444230264,-1.1583780093567801,-1.164309125630945,-1.160409065526162,-0.6623971006844024
2020-10-18 15:00:00,-1.160115491857369,-1.1598288827653156,-1.1635484661671796,-1.161424101295604,-0.753059724555402
2020-10-18 16:00:00,-1.1613426214497804,-1.1618032671975498,-1.1637559187482063,-1.1634162983654788,-0.7012219667534142
2020-10-18 17:00:00,-1.1630621178539615,-1.1629774276364162,-1.1650928353814913,-1.1638556422059836,-0.6590152239583097
2020-10-18 18:00:00,-1.1630848424760432,-1.1605094470961237,-1.1632411290101023,-1.1611362553311355,-0.7413615771450681
2020-10-18 19:00:00,-1.161130524977018,-1.162072501438309,-1.1633256467282986,-1.1633178247460552,-0.7779763673321465
2020-10-18 20:00:00,-1.1628348716331447,-1.1636430345094042,-1.1694877567276922,-1.168423303168472,-0.5585771496934924
2020-10-18 21:00:00,-1.1683872542951041,-1.1609955644752723,-1.168688680119292,-1.162636084303893,-0.6308574100712788
2020-10-18 22:00:00,-1.1632060404604787,-1.1622968633056083,-1.1643552262045065,-1.1640450145510286,-0.7733268346439036
2020-10-18 23:00:00,-1.1631833158383973,-1.160075680819345,-1.1629337918530254,-1.1600000212608645,-0.6579401174306457
2020-10-19 00:00:00,-1.1594564778170002,-1.159081009874318,-1.1620194638107215,-1.1616816476848655,-0.696353962721345
2020-10-19 01:00:00,-1.1615092686783794,-1.160726330234513,-1.1620194638107215,-1.1609847574550993,-0.7603432216142828
2020-10-19 02:00:00,-1.160865404386065,-1.1613470647340411,-1.1613894226387136,-1.1614922753398202,-0.7643103926746467
2020-10-19 03:00:00,-1.1613123219536714,-1.1620425865226691,-1.1660071634237954,-1.1656811916122187,-0.5422249006252837
2020-10-19 04:00:00,-1.1659860192284723,-1.1649892057132003,-1.1660916811419915,-1.166097810771318,-0.7980134437863246
2020-10-19 05:00:00,-1.1656754493933559,-1.1656398551283684,-1.1654770068278373,-1.1648328035064164,-0.7988535747329207
2020-10-19 06:00:00,-1.1656678745193287,-1.1650340780866602,-1.1690651681367112,-1.168506627000292,-0.45299777241719713
2020-10-19 07:00:00,-1.1685008774055126,-1.1666120898866656,-1.1691112687102727,-1.1665523043994264,-0.5812204037234044
2020-10-19 08:00:00,-1.167296472435183,-1.1666793984468553,-1.1673210297702994,-1.1658023899130474,-0.6615768307690633
2020-10-19 09:00:00,-1.165872396118064,-1.166185802338797,-1.1691420024259807,-1.168741448708148,-0.5179508974139045
2020-10-19 10:00:00,-1.168743273374384,-1.1694839217880968,-1.1730298174630043,-1.1725819198656633,-0.5686702833431428
2020-10-19 11:00:00,-1.1730761013179596,-1.173185892598536,-1.178853856589613,-1.1769071842264942,-0.2626782748441529
2020-10-19 12:00:00,-1.1769544368199012,-1.1750705322838504,-1.176617978771878,-1.1759224480322596,-0.5849998740517486
2020-10-19 13:00:00,-1.176060601684688,-1.1673076116752934,-1.1764028427619242,-1.17038520066314,-0.3369645926231679
2020-10-19 14:00:00,-1.1703718712902385,-1.1691772939027878,-1.1723920928620697,-1.1728773407239337,-0.6705560682713175
2020-10-19 15:00:00,-1.1728640048451973,-1.1736645312487746,-1.1804596932353404,-1.1808309792158294,-0.14097323209567872
2020-10-19 16:00:00,-1.1808176225737885,-1.1777778321492622,-1.1804596932353404,-1.1793993242872882,-0.39029817513606524
2020-10-19 17:00:00,-1.1797041160917856,-1.1798718762440559,-1.1942898653038043,-1.1925493399272222,-0.07839447939909608
2020-10-19 18:00:00,-1.1917102914249451,-1.1866251684497657,-1.191508464032258,-1.187428711717202,-0.20013094546932414
2020-10-19 19:00:00,-1.18729413986707,-1.1856454549625588,-1.1934754218375503,-1.1919963726796905,-0.5185715313296142
2020-10-19 20:00:00,-1.1919829868899252,-1.1873431264251237,-1.1919771531968002,-1.1888603666457431,-0.6176822732942322
2020-10-19 21:00:00,-1.1884682453412905,-1.188285446267781,-1.1917159166132847,-1.1897466292205543,-0.7323373959007206
2020-10-19 22:00:00,-1.1907407075494596,-1.1912245867294022,-1.1958265510891892,-1.1959807668194402,-0.13082620325322783
2020-10-19 23:00:00,-1.1959673706282483,-1.1932363648061861,-1.1965026928347586,-1.1961322646954764,-0.36609997952286394
2020-10-20 00:00:00,-1.1959673706282483,-1.1963400373038269,-1.2064604167240527,-1.2051918376824355,0.6226136730133255
2020-10-20 01:00:00,-1.20517841744536,-1.2018742966972105,-1.2065833515868836,-1.2031617661435516,-0.1937563936343523
2020-10-20 02:00:00,-1.2035422446554782,-1.2036093618043253,-1.2073516944795761,-1.2072522087965265,-0.1158102379359258
2020-10-20 03:00:00,-1.2072615078028481,-1.1967663248516958,-1.2073516944795761,-1.198116886871549,-0.29332766908900776
2020-10-20 04:00:00,-1.1980428861117092,-1.1934607266734856,-1.2018810930836057,-1.2007453750207757,-0.4887061349758781
2020-10-20 05:00:00,-1.20096678748622,-1.1998550398915164,-1.2058073252652644,-1.2033511384885969,-0.5111818290378618
2020-10-20 06:00:00,-1.203708891884077,-1.203340127563566,-1.2140285942170734,-1.2125849340329977,0.21760649793487424
2020-10-20 07:00:00,-1.212465446259555,-1.2121799851351596,-1.2188768378699628,-1.2161451341198461,0.003348583307698219
2020-10-20 08:00:00,-1.216593752604395,-1.209764355697237,-1.2179317761119512,-1.2111760037858619,0.06489008665356656
2020-10-20 09:00:00,-1.2109807709502178,-1.209360504336098,-1.2131142661747694,-1.2116229225201682,-0.4862538104591768
2020-10-20 10:00:00,-1.2114201136437972,-1.2034448297683056,-1.2131142661747694,-1.2052145623638408,0.15641102410541166
2020-10-20 11:00:00,-1.2044057802945825,-1.2031232444251767,-1.2110397403644997,-1.2063129219651028,-0.22145777677958645
2020-10-20 12:00:00,-1.2062616244312536,-1.1984415601275307,-1.2062683310008797,-1.2013134920559112,-0.20805139419259983
2020-10-20 13:00:00,-1.2005728940368041,-1.2006777000716138,-1.2087423951153495,-1.2060856751510485,-0.3059653458465007
2020-10-20 14:00:00,-1.2057313832493477,-1.2061147359891677,-1.2144127656634198,-1.2137969170412866,-0.13669919411575357
2020-10-20 15:00:00,-1.2138895225766742,-1.2077974499939128,-1.2188768378699628,-1.2104866884498975,1.98971838763672
2020-10-20 16:00:00,-1.2104202302722027,-1.204701256225182,-1.2115622135315307,-1.2086914386188696,0.1581087226786276
2020-10-20 17:00:00,-1.2090491780732742,-1.2082162588128713,-1.2143282479452233,-1.2142211110941876,-0.30405989902145175
2020-10-20 18:00:00,-1.2128063155907802,-1.2126810599721283,-1.2180700778326359,-1.213971139598728,-0.44368397444475555
2020-10-20 19:00:00,-1.2139576964429193,-1.213772954392985,-1.2187615864360588,-1.2172283439335043,-0.7308807337866556
2020-10-20 20:00:00,-1.217305790762955,-1.2106019733351545,-1.2186079178575204,-1.2106760607949425,-0.44233361080784045
2020-10-20 21:00:00,-1.2106702011151014,-1.2102280368896554,-1.212361290139931,-1.2110093561222222,-0.6922025409672549
2020-10-20 22:00:00,-1.2109959206982723,-1.2104000476545849,-1.2265602667968873,-1.2232882589749485,1.44573341322718
2020-10-20 23:00:00,-1.2231914678821123,-1.22214913077216,-1.2265602667968873,-1.2250683590183729,-0.42419508110212434
2020-10-21 00:00:00,-1.224857940168103,-1.221790151784481,-1.2265602667968873,-1.222174749586083,-0.5948513185323004
2020-10-21 01:00:00,-1.221896164423456,-1.2186864792868402,-1.2265602667968873,-1.2262803420266617,-0.2530100553702671
2020-10-21 02:00:00,-1.2258275240435885,-1.2240262917285643,-1.2265602667968873,-1.2241442219745526,-0.24715953637878801
2020-10-21 03:00:00,-1.224123177387462,-1.2176693721550833,-1.2251772495900408,-1.218909970357505,-0.24266469594808152
2020-10-21 04:00:00,-1.2188207655684007,-1.2125464428517485,-1.2190074561617206,-1.2124031365817542,-0.4134773972770799
2020-10-21 05:00:00,-1.2123972723933099,-1.2059202890375083,-1.2132448844665271,-1.2102215671668342,-0.14258673108567863
2020-10-21 06:00:00,-1.2102081337994404,-1.2055762675076493,-1.2107016694917152,-1.207699127530833,-0.4998406207244835
2020-10-21 07:00:00,-1.2083295650406873,-1.2074384710062338,-1.2147815702519122,-1.2127894561656463,-0.5470101037383099
2020-10-21 08:00:00,-1.212768441220644,-1.2113648036839721,-1.2139748102145849,-1.213577245121034,-0.7455518817631683
2020-10-21 09:00:00,-1.2135638029935032,-1.209076312637519,-1.214597167957666,-1.2112669025114835,-0.6731430375257419
2020-10-21 10:00:00,-1.2106171769969107,-1.1998924335360663,-1.2106863026338612,-1.2013513665249203,0.3784434601604779
2020-10-21 11:00:00,-1.2013531060616085,-1.2007450086318037,-1.2047393286444217,-1.2009650469410282,-0.49070417336918126
2020-10-21 12:00:00,-1.2012091834550913,-1.201649934829911,-1.2070136236067912,-1.2061159747262558,-0.36753295759026566
2020-10-21 13:00:00,-1.206110126950709,-1.2024576375521885,-1.2088653299781802,-1.2028966448604885,-0.5322003947643897
2020-10-21 14:00:00,-1.2023151150630669,-1.2012311260109523,-1.206345165290149,-1.2048888419303632,0.29799528074506887
2020-10-21 15:00:00,-1.2048754224842706,-1.1945376636365224,-1.2081200373722685,-1.1940188693247724,-0.10477281948092818
2020-10-21 16:00:00,-1.1940054782551959,-1.1934083755711156,-1.200636377597444,-1.197669968137243,-0.018545266458307907
2020-10-21 17:00:00,-1.1976186931661843,-1.1879115098222819,-1.1987385706524936,-1.1958747183062148,1.7041567599573626
2020-10-21 18:00:00,-1.1951492842333074,-1.191643395548361,-1.1951273590568392,-1.1925190403520152,-0.46560999348674104
2020-10-21 19:00:00,-1.1921875084886606,-1.1927427686981276,-1.1967485625604204,-1.1964428353413503,-0.6430093773836199
2020-10-21 20:00:00,-1.196421863069882,-1.1951957917806004,-1.1973632368745744,-1.1969655030136748,-0.7142883807020779
2020-10-21 21:00:00,-1.196952104251788,-1.196983207990085,-1.2027493205523483,-1.1992909954108293,-0.30256370133342936
2020-10-21 22:00:00,-1.1993078900742566,-1.1989426349644992,-1.2017274245050673,-1.198836501782721,-0.5780427319665732
2020-10-21 23:00:00,-1.198823098136514,-1.1989276775066793,-1.2061991801405374,-1.2030026933737137,-0.4595310260136681
2020-10-22 00:00:00,-1.2032922738125795,-1.2005655191379643,-1.2032564268615253,-1.2018285848344339,-0.5699429744963159
2020-10-22 01:00:00,-1.2018151733772697,-1.2022482331427091,-1.206014777846291,-1.2038965308423268,-0.48692983147613816
2020-10-22 02:00:00,-1.2034967954113147,-1.2039010322318142,-1.2099410100279497,-1.2081536211589414,-0.42803758456253266
2020-10-22 03:00:00,-1.2068145902352414,-1.2064886724346666,-1.2105480009131766,-1.2104942633436993,-0.6410240202121521
2020-10-22 04:00:00,-1.2104808292644207,-1.2091735361133487,-1.2127300947284234,-1.2121304404048894,-0.419609234255893
2020-10-22 05:00:00,-1.211707958856832,-1.2118060486896607,-1.216833045775401,-1.2121531650862947,-0.458285655434008
2020-10-22 06:00:00,-1.2117609829750227,-1.2099139302754365,-1.212853029591254,-1.2103351905738615,-0.6432230000249796
2020-10-22 07:00:00,-1.210329331783876,-1.210654324437524,-1.2158495668727545,-1.2139787144925298,-0.3875777733195345
2020-10-22 08:00:00,-1.2132835326544957,-1.2089043018725893,-1.2143743485187852,-1.2106457612197354,-0.5480844643117484
2020-10-22 09:00:00,-1.2101854091773587,-1.2085378441560004,-1.2144358159502004,-1.2109411820780058,-0.5526787031430177
2020-10-22 10:00:00,-1.2111171186827079,-1.204357234695323,-1.211754299254704,-1.2050327649125976,-0.4363024776494849
2020-10-22 11:00:00,-1.2050117702167606,-1.1911198845246624,-1.205000565227937,-1.192132720768123,0.8271809895398473
2020-10-22 12:00:00,-1.1921193346224153,-1.1926754601379377,-1.1998987684204594,-1.1956398965983588,-0.30368766786287105
2020-10-22 13:00:00,-1.195202308351498,-1.187500179732233,-1.1963029236826586,-1.1885270713184637,-0.44133999977932453
2020-10-22 14:00:00,-1.1891272593816598,-1.184202060282933,-1.1926763452291502,-1.1842624061080473,0.3953774602803863
2020-10-22 15:00:00,-1.1842490405081236,-1.1816069413511707,-1.1896490742319419,-1.188557370893671,-0.09593326190741966
2020-10-22 16:00:00,-1.1883546222308823,-1.1809188982914527,-1.1881047050176303,-1.183997284824984,-0.2747157381828624
2020-10-22 17:00:00,-1.1844535621068586,-1.1695437516193767,-1.1842322568384602,-1.168703574239139,0.1979755003122637
2020-10-22 18:00:00,-1.1689629447211736,-1.1683546337226904,-1.1781392976994092,-1.174112048413628,0.8970539623873038
2020-10-22 19:00:00,-1.1740987093116355,-1.1742029997302927,-1.1787232382978554,-1.1780055438277561,-0.521790696790245
2020-10-22 20:00:00,-1.1784618367513198,-1.1709721888411826,-1.1780701468390666,-1.1707109210966173,-0.5203652715093777
2020-10-22 21:00:00,-1.1706975908734094,-1.1637253005274142,-1.1772172862281782,-1.1728015917859156,0.10380912944356206
2020-10-22 22:00:00,-1.1719777445840112,-1.1718098064791,-1.1822345653174597,-1.1816869422154335,-0.30100157994071847
2020-10-22 23:00:00,-1.1816735833388654,-1.1786902370762793,-1.185476972324622,-1.1820732617993255,-0.2331648756406277
2020-10-23 00:00:00,-1.1814917863622119,-1.1817864308450103,-1.1881584890201187,-1.1847850737803718,-0.1794027424251159
2020-10-23 01:00:00,-1.185354972116099,-1.180851589731263,-1.1859149277734569,-1.1826262290468572,-0.620401369690868
2020-10-23 02:00:00,-1.1824689451117245,-1.1762820863672665,-1.1831719436465447,-1.1781721914913956,-0.27700115544158277
2020-10-23 03:00:00,-1.177143808670582,-1.1752425430487798,-1.1773632713777897,-1.17605122122689,-0.526625785592109
2020-10-23 04:00:00,-1.1767877895913021,-1.1735523503151248,-1.1764950439090474,-1.1750740599264573,-0.389308573611512
2020-10-23 05:00:00,-1.174704699233814,-1.155341645419329,-1.174597236964097,-1.1582577956864495,1.4920780573560355
2020-10-23 06:00:00,-1.1582444979726434,-1.1545489001548714,-1.1663606011544339,-1.1661962843907412,0.8757317932909519
2020-10-23 07:00:00,-1.1661829659531804,-1.1626259273776474,-1.1656153085485224,-1.1644313341349208,-0.25887885024027374
2020-10-23 08:00:00,-1.1644180203048358,-1.1646302267255213,-1.169303354433446,-1.1669613486647237,-0.21326729262663904
2020-10-23 09:00:00,-1.1669480282299305,-1.1635458110335748,-1.1692265201441765,-1.1665523043994264,-0.3522088199335074
2020-10-23 10:00:00,-1.1662132654492892,-1.159081009874318,-1.1677359349323533,-1.1581062978104133,-0.26013951288155884
2020-10-23 11:00:00,-1.1587671642805222,-1.1568897423036943,-1.1625649872645332,-1.161075656180721,-0.20748894470648796
2020-10-23 12:00:00,-1.1608502546380104,-1.1607936387947029,-1.1636329838853756,-1.1613710770389913,-0.4428271527723613
2020-10-23 13:00:00,-1.1611456747250724,-1.1555660072866285,-1.161566141504033,-1.160371191057153,0.022491913355314405
2020-10-23 14:00:00,-1.1607896556457926,-1.1576450939236023,-1.1622192329628216,-1.162469436640253,-0.148857875016125
2020-10-23 15:00:00,-1.1628348716331447,-1.1611526177823819,-1.1688269818399766,-1.1686505499825264,-0.16887033498085796
2020-10-23 16:00:00,-1.1686523748860573,-1.1665971324288456,-1.1799986874997248,-1.1748846875814123,0.933433124283367
2020-10-23 17:00:00,-1.1740608349414994,-1.1682574102468606,-1.1794224303302057,-1.1703549010879324,0.08619798937535408
2020-10-23 18:00:00,-1.1710839094487981,-1.1642562902800226,-1.1731373854679812,-1.1665901788684354,-0.20371851907312943
2020-10-23 19:00:00,-1.1673494965533737,-1.1599335849700554,-1.1681508400944072,-1.1603636161633513,-0.23937261346189698
2020-10-23 20:00:00,-1.160872979260092,-1.1609955644752723,-1.1643629096334336,-1.1627951570737307,-0.5659513734350633
2020-10-23 21:00:00,-1.162781847514954,-1.1614891605833308,-1.163195028436541,-1.1610150570303066,-0.7356704126250355
2020-10-23 22:00:00,-1.1614789691822704,-1.1472197458230935,-1.1608438991849022,-1.1488952269474177,0.07619959191235642
2020-10-23 23:00:00,-1.1488819536749872,-1.146681277341575,-1.1553963480757126,-1.152947795131384,-0.1575903881582581
2020-10-24 00:00:00,-1.152934511279555,-1.152006132325479,-1.1574094064545668,-1.1512964682825901,-0.5584041815574285
2020-10-24 01:00:00,-1.152305796735295,-1.1468906817510542,-1.1519464884875237,-1.1489937005668414,-0.4514175616345152
2020-10-24 02:00:00,-1.149336446116621,-1.1502935034050943,-1.1551197446343433,-1.1528493215119602,-0.3926428957557218
2020-10-24 03:00:00,-1.1528360379172014,-1.150719790952963,-1.15492765891117,-1.1539704057946276,-0.5891449551949209
2020-10-24 04:00:00,-1.1548736790305263,-1.151003982651542,-1.1550275434872201,-1.1537583087681769,-0.631191877297188
2020-10-24 05:00:00,-1.1544646358330555,-1.1547657832932607,-1.1591612282499058,-1.1582426458988457,-0.5316373858126087
2020-10-24 06:00:00,-1.1574567110738114,-1.1571514978155437,-1.1658919119898916,-1.164537382648146,-0.14543152076933022
2020-10-24 07:00:00,-1.1644634695489993,-1.16178830973973,-1.1648546490847567,-1.164113188595245,-0.4800498956533138
2020-10-24 08:00:00,-1.1639483781151474,-1.1639047900212536,-1.1673210297702994,-1.1637571685865602,-0.6206290722182363
2020-10-24 09:00:00,-1.1639711027372293,-1.1585201052060694,-1.1650928353814913,-1.158038123766197,-0.5141618229249058
2020-10-24 10:00:00,-1.1587368647844134,-1.156104475768147,-1.1603828934492866,-1.158939536128612,-0.4002535869868119
2020-10-24 11:00:00,-1.158858062768849,-1.1580115516401912,-1.1621270318156984,-1.1606211625526126,-0.382687856882088
